Title|Author|Genre|Series|Year|Synopsis|Path|ProcessingDate|FileCount|TotalSizeMB|CoverArtFound
Traguese Ese Sapo|Brian Tracy|Self-help, Productivity|Unknown|2001|"This book, known in English as ""Eat That Frog!"", offers practical advice on time management and productivity. It encourages readers to tackle their most important and often most dreaded task (the ""frog"") first thing in the morning to overcome procrastination and significantly increase efficiency and goal achievement."|Brian Tracy\Traguese Ese Sapo|2025-10-06 18:28:56|1|62.8|False
El Codigo Da Vinci|Dan Brown|Mystery, Thriller, Conspiracy Fiction|Robert Langdon (Book 2)|2003|Harvard symbologist Robert Langdon is called to the Louvre Museum after its curator is murdered. He discovers a trail of clues hidden in Leonardo da Vinci's works, leading him and cryptologist Sophie Neveu on a quest to uncover a religious mystery protected by a secret society for centuries – a mystery that could shake the foundations of Christianity.|Dan Brown\El Codigo Da Vinci|2025-10-06 18:29:45|1|229.98|True
El Símbolo Perdido|Dan Brown|Thriller, Mystery, Conspiracy Fiction|Robert Langdon|2009|Harvard symbologist Robert Langdon is summoned to Washington D.C. by his mentor, Peter Solomon, to give a lecture at the U.S. Capitol. However, he soon finds himself entangled in a dangerous quest to uncover a hidden secret tied to the Freemasons, an ancient prophecy, and a race against a malevolent adversary who holds Solomon captive. Langdon must decipher a series of intricate symbols and codes to prevent a world-altering discovery from falling into the wrong hands.|Dan Brown\El Símbolo Perdido|2025-10-06 18:29:55|1|639.95|True
Inferno|Dan Brown|Thriller, Mystery|Robert Langdon (Book 4)|2013|Harvard symbologist Robert Langdon awakens in a hospital in Florence with amnesia, a head injury, and a deadly assassin pursuing him. He teams up with Dr. Sienna Brooks and must decipher a series of codes and symbols linked to Dante Alighieri's Inferno to prevent a global plague from being unleashed by a brilliant geneticist.|Dan Brown\Inferno|2025-10-06 18:30:05|1|496.17|True
Origen|Dan Brown|Thriller|Robert Langdon (Book 5)|2017|Robert Langdon is called to the Guggenheim Museum Bilbao to witness a major announcement by his former student, Edmond Kirsch, a billionaire futurist who claims to have discovered a secret that will fundamentally change human understanding of origins and destiny. When Kirsch is assassinated, Langdon and the museum director, Ambra Vidal, must flee and follow a trail of clues to uncover Kirsch's groundbreaking discovery before it is lost forever.|Dan Brown\Origen|2025-10-06 18:30:15|1|533.75|True
Angeles Y Demonios|Dan Brown|Mystery Thriller, Conspiracy Fiction|Robert Langdon|2000|Harvard symbologist Robert Langdon is called to a Swiss research facility to investigate the murder of a physicist and the theft of a new and dangerous energy source, antimatter. His investigation leads him to uncover a conspiracy by the Illuminati, an ancient secret society, to destroy the Vatican City.|Dan Brown\Angeles Y Demonios|2025-10-06 18:30:24|1|264.31|True
El Amor Que Pasa|Care Santos|Contemporary Fiction|Unknown|2017|The novel delves into the complexities of love in its various forms – romantic, familial, and platonic – through the interconnected stories of several characters living in Barcelona. It explores themes of connection, loss, memory, and how human relationships are shaped and transformed by the passage of time.|Care Santos\El Amor Que Pasa|2025-10-06 18:30:39|1|761.11|True
Digital Fortress (La Fortaleza Digital)|Dan Brown|Thriller, Cyber-thriller|Unknown|1998|An NSA cryptographer uncovers a powerful, untraceable code-breaking machine that threatens global intelligence. She must race against time to prevent a catastrophic data release when its creator disappears, which could expose all government secrets and shatter the delicate balance of power.|Dan Brown\Digital Fortress (La Fortaleza Digital)|2025-10-06 18:30:51|1|224.95|True
El Último Secreto|Dan Brown|Thriller|Robert Langdon (Book 6)|Unknown|Unknown|Dan Brown\El Último Secreto|2025-10-06 18:31:01|1|643.61|True
La Gran Tienda de los Sueños|Miye Lee|Fantasy|La Gran Tienda de los Sueños, Book 1|2020|In a mysterious department store, dreams are created, sold, and delivered to sleepers every night. The story follows Penny, a new employee, as she navigates the fantastical world of dreams and the unique customers and dream-weavers within it.|Miye Lee\La Gran Tienda De Los Sueños|2025-10-06 18:31:21|1|680.56|True
El Caso De Los Soñadores|Miye Lee|Fantasy|La Gran Tienda De Los Sueños|2021|This is the second book in the series about the unique Dallergut Dream Department Store, where dreams are created, bought, and sold. It delves deeper into the specific cases and stories of various dreamers and the dreams they acquire from the mysterious establishment.|Miye Lee\El Caso De Los Soñadores|2025-10-06 18:31:42|1|786.3|True
Humo Y Espejos|Neil Gaiman|Fantasy|Unknown|1997|"""Humo Y Espejos"" (Smoke and Mirrors) is a captivating collection of short stories, poems, and essays by Neil Gaiman. It delves into a world of dark fantasy, horror, and speculative fiction, often reinterpreting classic myths, fairy tales, and urban legends with a distinctive contemporary and eerie twist. The pieces explore themes of reality versus illusion, the sacred and the profane, and the magical hidden within the mundane."|Neil Gaiman\Humo Y Espejos|2025-10-06 18:31:56|1|315.27|True
La Canción Del Mañana|Samantha Shannon|Fantasy|La Era De Huesos (Book 3)|2021|"This is the third novel in Samantha Shannon's ""The Bone Season"" series. It continues the story of Paige Mahoney, a powerful clairvoyant, who is now a criminal on the run after escaping the merciless Senator. She faces new challenges and growing dangers in a dystopian London amidst the ongoing conflict with the Rephaim."|Samantha Shannon\La Canción Del Mañana|2025-10-06 18:32:07|1|670.21|True
La Guerra De La Amapola|R. F. Kuang|Dark Fantasy, Military Fantasy|La Guerra De La Amapola|2018|A young peasant girl, Rin, unexpectedly passes the Imperial entrance exam to study at the prestigious Sinegard military academy. As war breaks out, she discovers she possesses a dangerous, shamanic power, grappling with the moral complexities of wielding such immense destructive force in a brutal conflict inspired by 20th-century Chinese history.|R. F. Kuang\La Guerra De La Amapola|2025-10-06 18:33:50|1|506.73|False
Una Corona de Hiedra y Cristal|M.A. De Claire|Fantasy Romance|Trilogía de la Niebla|2021|Follows Lyra, a young woman in a world divided between humans and fae, who must navigate dangerous politics, ancient prophecies, and a connection with a fae prince to protect her people and uncover her past.|M.A. De Claire\Una Corona De Hiedra Y Cristal|2025-10-06 18:34:04|1|648.85|False
20 Años Despues|Alexandre Dumas|Historical Adventure|The D'Artagnan Romances|1845|Twenty years after the events of The Three Musketeers, D'Artagnan and his friends Athos, Porthos, and Aramis are reunited amidst the Fronde rebellion in France and the English Civil War, facing new political intrigues and personal challenges.|Alexandre Dumas\20 Años Despues|2025-10-06 18:34:17|1|307.75|True
La República Del Dragón|R. F. Kuang|Fantasy|La Guerra De La Amapola|2019|The second novel in 'The Poppy War' series, it continues the story of Rin as she joins a rebellion against the Empress, grappling with her volatile shamanic powers and the political turmoil of Nikan in the wake of the devastating Third Poppy War.|R. F. Kuang\La República Del Dragón|2025-10-06 18:34:28|1|685.8|False
El Dios En Llamas|R. F. Kuang|Epic Fantasy, Grimdark Fantasy|La Guerra De La Amapola (The Poppy War Series)|2020|In the final installment of The Poppy War trilogy, Rin continues her brutal war against the Mugenese invaders and the Nikara Empire. Having embraced her shamanic powers and with the support of a growing partisan army, she fights to liberate her people and exact vengeance, facing escalating moral dilemmas and the devastating costs of prolonged conflict.|R. F. Kuang\El Dios En Llamas|2025-10-06 18:34:40|1|686.63|False
Muerte En El Nilo|Agatha Christie|Mystery, Detective Fiction|Hercule Poirot|1937|Hercule Poirot, on a luxurious cruise along the Nile River, finds his vacation interrupted when a wealthy heiress, Linnet Ridgeway Doyle, is murdered. As more deaths occur and a complex web of jealousies, old flames, and hidden motives emerges among the diverse passengers, Poirot must race against time to unmask the killer.|Agatha Christie\Muerte En El Nilo|2025-10-06 18:34:52|1|290.23|True
El Wendigo|Algernon Blackwood|Horror, Supernatural Fiction|Unknown|1910|A classic supernatural horror story set in the Canadian wilderness, where a hunting party encounters the terrifying mythical creature, the Wendigo, leading to one man's disappearance and psychological torment.|Algernon Blackwood\El Wendigo|2025-10-06 18:35:02|1|60.76|True
Ben-Hur|Lewis Wallace|Historical Fiction, Religious Fiction, Adventure|Unknown|1880|The epic tale of Judah Ben-Hur, a Jewish prince in Roman-occupied Judea, who is betrayed into slavery and embarks on a quest for revenge and redemption, culminating in encounters with Jesus Christ.|Lewis Wallace\Ben-Hur|2025-10-06 18:35:13|1|708.15|False
Recursión|Blake Crouch|Science Fiction Thriller|Unknown|2019|A neuroscientist and a detective investigate a mysterious epidemic that causes people to experience vivid memories of a life they never lived, blurring the lines of reality and time.|Blake Crouch\Recursión|2025-10-06 18:35:24|1|337.71|True
Circe|Madeline Miller|Mythological Fiction|Unknown|2018|An epic novel retelling the Greek myth of the goddess Circe, exiled to a remote island, where she hones her powers and encounters many of the most famous figures in all of mythology, ultimately choosing her own path.|Madeline Miller\Circe|2025-10-06 18:35:33|1|459.82|False
Como Superar La Depresion|Enrique Rojas|Self-help|Unknown|Unknown|This book by psychiatrist Enrique Rojas offers guidance, insights, and practical strategies for understanding, managing, and overcoming depression, aiming to improve mental well-being.|Enrique Rojas\Como Superar La Depresion|2025-10-06 18:35:42|1|100.53|True
Conversaciones Cotidianas en Lugares Públicos Libro Bilingüe Inglés|Unknown|Language Learning|Unknown|Unknown|This bilingual Spanish and English book provides dialogues and phrases for everyday conversations that take place in public settings, designed to help language learners improve their conversational skills.|Unknown\Conversaciones Cotidianas En Lugares Públicos Libro Bilingüe Inglés|2025-10-06 18:35:52|1|59.17|False
Deseo|Cecilia Ce|Self-help|Unknown|2021|A self-help book that delves into female desire, sexuality, self-love, and personal empowerment, encouraging readers to explore and embrace their authentic desires.|Cecilia Ce\Deseo|2025-10-06 18:36:04|1|343.02|False
Destellos De Eternidad: Experiencias De Muerte Compartidas|Paul Perry|Non-fiction|Unknown|Unknown|This book delves into the phenomenon of Shared Death Experiences (SDEs), where individuals close to a dying person report experiencing parts of the dying process themselves, such as visions, out-of-body sensations, or seeing the deceased's spirit. It explores these profound experiences that suggest a continuity of consciousness beyond physical death.|Paul Perry\Destellos De Eternidad Experiencias De Muerte Compartidas|2025-10-06 18:36:15|1|158.92|False
Domina El Estoicismo Con Autodisciplina: 2 Libros En 1|Manuel K. Sevilla|Self-Help|Unknown|Unknown|This audiobook is a compilation of two books, designed to teach listeners how to master the principles of Stoicism and develop strong self-discipline. It likely offers practical guidance and philosophical insights to cultivate resilience, control emotions, and achieve personal growth.|Manuel K. Sevilla\Domina El Estoicismo Con Autodisciplina 2 Libros En 1|2025-10-06 18:36:28|1|214.59|False
El Niño Que Se Enfadó Con La Muerte|Enric Benito|Spirituality|Unknown|2014|A palliative care doctor's reflections on death, grief, and finding meaning in life and loss, helping readers transform the fear of death into an appreciation for life.|Enric Benito\El Niño Que Se Enfadó Con La Muerte|2025-10-06 18:36:38|1|133.84|False
El Poder de la Disciplina: El Hábito que Cambiará Tu Vida|Raimon Samsó|Self-help|Unknown|2017|This book by Raimon Samsó explores the transformative power of discipline, presenting it as a foundational habit that can reshape one's life. It offers practical insights and strategies to cultivate discipline for personal growth, success, and well-being.|Raimon Samsó\El Poder De La Disciplina El Hábito Que Cambiará Tu Vida|2025-10-06 18:36:50|1|58.7|False
Historias Que Sanan|Fer Broca|Self-Help, Personal Growth, Spirituality|Unknown|2019|This book offers reflections and stories designed to guide readers through a process of emotional healing, self-discovery, and personal transformation. It provides tools and insights to address inner wounds, find peace, and foster growth.|Fer Broca\Historias Que Sanan|2025-10-06 18:37:10|1|159.33|False
Intimidades De Cris, Reflexiones Para Entendernos Mejor|Joel Moor|Self-help|Unknown|Unknown|A book offering reflections and insights, possibly from the perspective of a character named Cris, aimed at helping readers understand themselves and their relationships better.|Joel Moor\Intimidades De Cris, Reflexiones Para Entendernos Mejor|2025-10-06 18:37:19|1|86.58|True
La Administración Eficaz del Tiempo Aumenta tu Productividad y Aprende|Unknown|Self-Help|Unknown|Unknown|This book focuses on strategies for effective time management to help individuals increase their productivity and enhance their learning capabilities.|Unknown\La Administración Eficaz Del Tiempo Aumenta Tu Productividad Y Aprende|2025-10-06 18:37:29|1|75.73|False
La Violinista El Mundo Olvidó Su Nombre Es Hora De Conocer Su Historia|Unknown|Drama|Unknown|Unknown|A compelling narrative about a violinist whose identity and life story have been lost to time and forgotten by the world. The story promises to uncover her profound and previously untold history.|Unknown\La Violinista El Mundo Olvidó Su Nombre Es Hora De Conocer Su Historia|2025-10-06 18:37:41|1|364.59|False
Los Tres Mosqueteros|Alexandre Dumas|Historical Adventure Fiction|The D'Artagnan Romances|1844|A young Gascon, d'Artagnan, travels to Paris to join the King's Musketeers. He quickly befriends Athos, Porthos, and Aramis, and together they become embroiled in political intrigues and romantic affairs, challenging the authority of Cardinal Richelieu and protecting the honor of the Queen of France.|Alexandre Dumas\Los Tres Mosqueteros|2025-10-06 18:38:00|1|581.12|False
Neurofelicidad|Ana Asensio|Self-help|Unknown|2021|This book by Ana Asensio explores how to train the brain for happiness, leveraging insights from neuroscience and psychology. It offers practical tools and strategies to improve emotional well-being, manage stress, and reprogram the mind for a more joyful and fulfilling life.|Ana Asensio\Neurofelicidad|2025-10-06 18:38:10|1|186.27|False
Orgullo Y Prejuicio|Jane Austen|Classic Literature|Unknown|Unknown|A classic novel that follows the emotional development of Elizabeth Bennet as she navigates issues of manners, upbringing, morality, and marriage in the society of the landed gentry of the British Regency, focusing on her complex relationship with Mr. Darcy.|Jane Austen\Orgullo Y Prejuicio|2025-10-06 18:38:20|1|297.47|False
Encuentra Tu Persona Vitamina: Cómo Hacer Que Lo Bueno Te Pase|Marian Rojas Estapé|Self-help, Psychology|Unknown|Unknown|"This book by psychiatrist Marian Rojas Estapé explores the profound impact of healthy relationships on our emotional well-being. It introduces the concept of ""vitamin people"" – individuals who bring positivity and support to our lives – and offers practical strategies for identifying, cultivating, and nurturing these vital connections, while also managing toxic influences to foster a more resilient and happy existence."|Marian Rojas Estapé\Encuentra Tu Persona Vitamina Cómo Hacer Que Lo Bueno Te Pase|2025-10-06 18:38:30|1|444.08|False
El Dragón Rojo|Thomas Harris|Psychological Thriller|Hannibal Lecter|1981|"A former FBI profiler, Will Graham, is called out of retirement to catch a serial killer known as ""The Tooth Fairy."" To understand the killer's motives, Graham must confront his old adversary, the brilliant and manipulative Dr. Hannibal Lecter."|Thomas Harris\El Dragón Rojo|2025-10-06 18:38:41|1|350.17|True
Hannibal|Thomas Harris|Psychological Thriller|Hannibal Lecter (Book 3)|1999|Ten years after his escape, Dr. Hannibal Lecter is living a new life in Florence, Italy. Meanwhile, FBI Agent Clarice Starling finds her career jeopardized and becomes a pawn in a wealthy, disfigured victim's elaborate plan to capture and exact revenge on Lecter.|Thomas Harris\Hannibal|2025-10-06 18:38:51|1|421.88|True
Hannibal, El Origen Del Mal|Thomas Harris|Psychological Thriller, Horror|Hannibal Lecter|2006|This prequel novel delves into the traumatic childhood of Hannibal Lecter during World War II, exploring the events and influences that shaped him into the notorious cannibalistic serial killer.|Thomas Harris\Hannibal, El Origen Del Mal|2025-10-06 18:39:01|1|501.46|True
El Silencio De Los Corderos|Thomas Harris|Psychological Thriller|Hannibal Lecter Series (Book 2)|1988|"A young FBI trainee, Clarice Starling, must consult with Dr. Hannibal Lecter, a brilliant and manipulative cannibalistic serial killer, to catch another murderer known as ""Buffalo Bill"" who skins his female victims."|Thomas Harris\El Silencio De Los Corderos|2025-10-06 18:39:14|1|358.73|True
Tsundoku, el camino zen de la lectura|Raimon Samsó|Self-help|Unknown|2021|A guide to overcoming 'tsundoku' (the habit of buying books and not reading them) and transforming reading into a mindful, Zen-inspired path for personal growth and enjoyment.|Raimon Samsó\Tsundoku, El Camino Zen De La Lectura|2025-10-06 18:39:24|1|53.52|False
Tu Primer Libro De Inglés|Valeria L. García|Language Learning|Unknown|Unknown|A foundational guide designed for Spanish speakers to learn the English language, likely covering basic vocabulary, grammar, and phrases for beginners.|Valeria L. García\Tu Primer Libro De Inglés|2025-10-06 18:39:34|1|98.96|False
Una Memoria Llamada Imperio|Arkady Martine|Science Fiction, Space Opera|Teixcalaan (Book 1)|2019|Mahit Dzmare, ambassador from a small independent mining station, arrives in the glorious, dangerous Teixcalaanli Empire to investigate the suspicious death of her predecessor. She must navigate a Byzantine political landscape and the Empire's overwhelming culture while uncovering a conspiracy that threatens both her station and the Empire itself.|Arkady Martine\Una Memoria Llamada Imperio|2025-10-06 18:39:45|1|507.77|True
La Chica Del Lago Silencioso|Leslie Wolfe|Thriller|Kay Sharp Series|2017|When a young woman's body is found in an Appalachian lake, homicide detective Kay Sharp investigates. The case reopens old wounds from her past, forcing her to confront personal demons. As the body count rises and clues become elusive, Kay realizes the killer is always one step ahead. With the help of an FBI agent, she races against time to catch the murderer before they strike again.|Leslie Wolfe\La Chica Del Lago Silencioso|2025-10-06 18:43:26|1|315.12|False
Asesinato En Su Puerta|Lynn Cahoon|Misterio, Cozy Mystery|Misterios De Tarot Y Hojas De Té|2019|Mia Malone, propietaria de una tienda de té, se ve envuelta en un asesinato cuando descubre un cuerpo cerca de su negocio. Utilizando sus habilidades de lectura de tarot y su ingenio, decide investigar para resolver el crimen en su pequeña ciudad costera.|Lynn Cahoon\Asesinato En Su Puerta|2025-10-06 18:43:39|1|210.28|False
Bajo El Río Black Water|Leslie Wolfe|Thriller|Kay Sharp|Unknown|Unknown|Leslie Wolfe\Bajo El Río Black Water|2025-10-06 18:43:52|1|294.81|False
Las Chicas De Angel Creek|Leslie Wolfe|Thriller/Mystery|Kay Sharp Series|Unknown|Unknown|Leslie Wolfe\Las Chicas De Angel Creek|2025-10-06 18:44:01|1|303.0|False
La Chica De Wildfire Ridge|Leslie Wolfe|Thriller|Kay Sharp Series|2021|When a local teenager vanishes without a trace in the secluded woods of Wildfire Ridge and her body is later discovered, Detective Kay Sharp is called to investigate. She uncovers a history of disappearances and a disturbing secret that has been guarded for years, leading her to wonder if a killer is hiding in plain sight or if something more sinister is at play.|Leslie Wolfe\La Chica De Wildfire Ridge|2025-10-06 18:44:10|1|278.65|False
Desaparecida En Frozen Falls|Leslie Wolfe|Thriller|Kay Sharp|Unknown|FBI agent Kay Sharp investigates a disappearance in the remote and isolated town of Frozen Falls, a case that quickly uncovers dark secrets and puts her in a race against time to find the truth.|Leslie Wolfe\Desaparecida En Frozen Falls|2025-10-06 18:44:23|1|263.68|False
Convencer y Persuadir ¡Es Fácil!|Marcos Álvarez Orozco|Self-Help|Unknown|Unknown|This book offers insights and techniques on how to easily and effectively convince and persuade others, focusing on practical methods for influencing and communicating.|Marcos Álvarez Orozco\Convencer Y Persuadir ¡Es Fácil!|2025-10-06 18:44:33|1|97.59|True
21 Días Para Creer En Ti|Michelle Poler|Self-help, Personal Development, Motivation|Unknown|2023|This book offers a 21-day program designed to help readers build self-confidence, overcome fears, and unlock their potential. Through practical exercises, personal anecdotes, and motivational insights, Michelle Poler guides individuals to confront insecurities, embrace authenticity, and take actionable steps towards a more fulfilling and self-assured life.|Michelle Poler\21 Días Para Creer En Ti|2025-10-06 18:44:45|1|66.13|True
Ante Todo, Mucho Karma|Laura Norton|Humorous Fiction|Unknown|2017|A humorous and heartwarming novel about Sara, a woman whose life is a mess, who decides to change her fortune by following a self-help guru's advice, embracing a more positive and spiritual approach, with often chaotic and comical results.|Laura Norton\Ante Todo, Mucho Karma|2025-10-06 18:44:54|1|747.84|True
Crónicas Matemáticas|Antonio J. Durán|Popular Science|Unknown|2011|A collection of 40 captivating essays and stories that delve into the history of mathematics, from antiquity to modern times, presenting complex mathematical concepts and the lives of mathematicians in an accessible and engaging manner for a general audience.|Antonio J. Durán\Crónicas Matemáticas|2025-10-06 18:45:04|1|515.22|True
El Catedrático|Antonio Villar|Thriller|Unknown|2012|A thriller set in the academic world, where a respected university professor finds his life unraveling due to a series of mysterious events and past secrets coming to light, forcing him to confront a complex web of intrigue and danger.|Antonio Villar\El Catedrático|2025-10-06 18:45:17|1|856.22|True
Apaga El Celular Y Enciende Tu Cerebro|Pablo Muñoz Iturrieta|Self-help|Unknown|2021|This book examines the profound impact of constant digital connectivity, especially smartphone use, on cognitive functions and critical thinking. It advocates for deliberate disengagement from devices to stimulate intellectual activity, encourage deeper contemplation, and cultivate essential mental skills in an era of information overload and digital distraction.|Pablo Muñoz Iturrieta\Apaga El Celular Y Enciende Tu Cerebro|2025-10-06 18:45:29|1|238.56|True
Una Breve Historia De Casi Todo|Bill Bryson|Non-fiction|Unknown|2003|A comprehensive and accessible journey through the history of science, exploring various scientific disciplines from the Big Bang to the rise of civilization, explained with humor and clarity.|Bill Bryson\Una Breve Historia De Casi Todo|2025-10-06 18:45:43|1|553.14|True
El Mundo Y Sus Demonios|Carl Sagan|Non-fiction, Science, Skepticism|Unknown|1995|Carl Sagan explores the scientific method and critical thinking as tools to navigate a world full of pseudoscience, superstition, and irrational beliefs. The book advocates for scientific literacy, examining various paranormal claims and demonstrating how rational inquiry can differentiate truth from fallacy.|Carl Sagan\El Mundo Y Sus Demonios|2025-10-06 18:45:53|1|658.5|True
Ciudad Media Luna|Fernando Trujillo Sanz|Thriller, Mystery, Crime Fiction|El Secreto del Títere (Book 3)|2013|In this third gripping installment of the 'El Secreto del Títere' series, Fernando Trujillo Sanz continues the saga with 'Ciudad Media Luna'. Detective Darío Valiente delves deeper into a world of corruption and hidden agendas, facing a complex case that intertwines with the city's darkest secrets and puts his life at risk, as he seeks to unravel the ultimate truth behind the puppet master.|Fernando Trujillo Sanz\Ciudad Media Luna|2025-10-06 18:46:05|1|1772.01|True
Cómo Ser Un Estoico: Utilizar La Filosofía Antigua Para Vivir Una Vida Moderna|Massimo Pigliucci|Philosophy|Unknown|2017|This book offers a practical guide to applying the ancient wisdom of Stoicism to the challenges and opportunities of modern life, helping readers cultivate tranquility, resilience, and a virtuous existence.|Massimo Pigliucci\Cómo Ser Un Estoico Utilizar La Filosofía Antigua Para Vivir Una Vida Moderna|2025-10-06 18:46:27|1|213.15|False
La Isla De Caravaggio|Dativo Donate|Historical Thriller|Unknown|2011|A young art restorer, while working on a painting, discovers a hidden document that leads her on a quest to unravel a two-century-old secret linked to the painter Caravaggio, set on a remote Sicilian island with a trail of murders.|Dativo Donate\La Isla De Caravaggio|2025-10-06 18:46:38|1|811.42|True
Drácula. El Origen|Dacre Stoker, J.D. Barker|Horror, Gothic Fiction, Thriller|Unknown|2018|"A prequel to Bram Stoker's classic ""Dracula,"" this novel, co-authored by a descendant of Bram Stoker, delves into the terrifying origins of the iconic vampire and unearths long-hidden secrets related to the original story."|Dacre Stoker, J.D. Barker\Drácula. El Origen|2025-10-06 18:46:48|1|483.17|False
Ecología Hasta En La Sopa|Ileana Lotersztain, Mariela Kogan|Ecology|Unknown|Unknown|Unknown|Ileana Lotersztain, Mariela Kogan\Ecología Hasta En La Sopa|2025-10-06 18:47:02|1|19.37|False
El Asombroso Viaje De Pomponio Flato|Eduardo Mendoza|Historical Mystery, Humor|Unknown|2008|Pomponio Flato, a Roman philosopher and amateur detective, journeys to Judea in search of a cure for his infertility. He becomes inadvertently involved in a murder investigation when a newborn child, believed to be the Messiah, is accused of causing the death of a prominent citizen, leading Flato to unravel a humorous and intricate mystery set in biblical times.|Eduardo Mendoza\El Asombroso Viaje De Pomponio Flato|2025-10-06 18:47:11|1|307.69|True
El Laberinto De Las Aceitunas|Eduardo Mendoza|Humorous Mystery|Detective sin nombre (Book 3)|1982|An anonymous detective, recently out of a mental asylum, is drawn into a bizarre case of a missing industrialist, involving espionage and a cast of eccentric characters in Barcelona.|Eduardo Mendoza\El Laberinto De Las Aceitunas|2025-10-06 18:47:24|1|218.78|True
Educación Montessori Explora Los Elementos Esenciales Del Método|Unknown|Education|Unknown|Unknown|This audiobook delves into and explains the fundamental principles and essential components of the Montessori educational method.|Unknown\Educación Montessori Explora Los Elementos Esenciales Del Método|2025-10-06 18:47:34|1|43.98|False
Mickey7|Edward Ashton|Science Fiction|Mickey7 (Book 1)|2022|"Mickey7 is an ""expendable"" clone on a perilous colonization mission on an ice planet, tasked with suicide missions and routinely re-cloned upon death. He tries to avoid his next demise while navigating the dangerous environment and the complexities of his unique, disposable role."|Edward Ashton\Mickey7|2025-10-06 18:47:43|1|272.73|True
El Buen Morir|Dr. Elmer Huerta|Health|Unknown|2020|"Dr. Elmer Huerta's book explores the concept of ""good dying,"" emphasizing the importance of living well to prepare for a peaceful and dignified end. It offers practical advice and reflections on health, end-of-life decisions, and how to navigate the final stages of life with knowledge and peace, often within a Latin American cultural context."|Dr. Elmer Huerta\El Buen Morir|2025-10-06 18:47:52|1|143.78|False
El Corazón Delator|Edgar Allan Poe|Gothic Fiction, Horror, Psychological Thriller|Unknown|Unknown|"A first-person narrative where an unnamed narrator meticulously plans and executes the murder of an old man, driven by an irrational aversion to the victim's ""vulture eye."" After hiding the body, the narrator's guilt manifests as auditory hallucinations, believing he hears the old man's beating heart, which ultimately leads him to confess to the police."|Edgar Allan Poe\El Corazón Delator|2025-10-06 18:48:02|1|13.82|False
El Cuerpo Correcto Para Ti|Gary M. Douglas|Self-Help|Access Consciousness|2008|This book offers a revolutionary perspective on bodies and their relationship with consciousness. Gary M. Douglas invites readers to transcend judgments and limitations regarding their physical form, providing tools and processes to connect with their body's intelligence and create a vibrant, joyful, and healthy life beyond conventional beliefs, using the principles of Access Consciousness.|Gary M. Douglas\El Cuerpo Correcto Para Ti|2025-10-06 18:48:12|1|140.36|True
El Cuervo (The Raven)|Edgar Allan Poe|Poetry|Unknown|Unknown|"A distraught scholar, mourning his lost love Lenore, is visited by a mysterious talking raven that intensifies his despair by repeating the word ""Nevermore."" The poem delves into themes of loss, grief, and the psychological descent into madness."|Edgar Allan Poe\El Cuervo (The Raven)|2025-10-06 18:48:24|1|2.76|False
El Gato Negro|Edgar Allan Poe|Horror|Unknown|Unknown|A chilling first-person narrative about an unreliable narrator's descent into madness and alcoholism, leading him to commit violent acts, including the murder of his beloved black cat, Pluto, and later his wife, before a mysterious second black cat leads to his exposure.|Edgar Allan Poe\El Gato Negro|2025-10-06 18:48:34|1|12.43|False
El Juego De La Vida Y Cómo Jugarlo|Florence Scovel Shinn|Autoayuda, Espiritualidad, Nuevo Pensamiento|Unknown|1925|Este libro es una guía clásica sobre cómo la actitud mental y las palabras pueden influir en el éxito y la felicidad en la vida. Florence Scovel Shinn explica que la vida es un juego y que, al aplicar los principios espirituales y el poder del pensamiento positivo, uno puede manifestar sus deseos y superar los desafíos.|Florence Scovel Shinn\El Juego De La Vida Y Cómo Jugarlo|2025-10-06 18:48:43|1|75.41|False
El Lugar Invisible|Lola Llatas|Thriller/Mystery|Unknown|2023|A young journalist delves into the cold case of a girl's disappearance from years ago, uncovering a web of dark secrets and hidden truths in a seemingly quiet town.|Lola Llatas\El Lugar Invisible|2025-10-06 18:48:53|1|367.39|False
El Mejor Del Mundo|Juan Tallón|Contemporary Fiction|Unknown|2023|A humorous and reflective novel that offers a critical perspective on contemporary life through the story of a man who firmly believes he is the best in the world, exploring themes of ego, ambition, and the human condition.|Juan Tallón\El Mejor Del Mundo|2025-10-06 18:49:02|1|199.64|False
El Principito|Antoine De Saint-Exupéry|Philosophical Fiction, Children's Literature|Unknown|1943|A pilot stranded in the desert encounters a young prince who has fallen from a distant asteroid. Through the prince's innocent yet profound observations, the story explores themes of loneliness, friendship, love, and the absurdities of adult life.|Antoine De Saint-Exupéry\El Principito|2025-10-06 18:49:12|1|39.56|False
Es Tiempo De Sanar|Brianna Wiest|Self-help|Unknown|2021|This self-help guide by Brianna Wiest focuses on overcoming self-sabotage, transforming internal obstacles, and achieving personal growth and self-mastery.|Brianna Wiest\Es Tiempo De Sanar|2025-10-06 18:49:21|1|172.6|False
Este Libro Te Hará Sentir Cosas Meditaciones Para Autoestimularse|Unknown|Self-Help|Unknown|Unknown|This book offers a collection of meditations intended to evoke various emotions and promote self-awareness or personal growth.|Unknown\Este Libro Te Hará Sentir Cosas Meditaciones Para Autoestimularse|2025-10-06 18:49:32|1|183.9|False
